heading,line,cond_num,Hs,Tp,elem,static_kN,dyn_mean_kN,dyn_max_kN,dyn_std_kN
0deg,HL17,7,2.5000,5.2200,Fender4,135.1156,124.5211,147.8659,2.1166
0deg,HL17,7,2.5000,5.2200,Fender5,138.3533,116.8446,157.2789,1.9549
0deg,HL17,7,2.5000,5.2200,Fender6,141.5813,109.7553,173.7278,3.6635
0deg,HL17,8,2.8300,5.5500,Fender1,122.4539,151.2867,289.6559,25.3967
0deg,HL17,8,2.8300,5.5500,Fender2,126.7559,142.7914,237.7725,19.8947
0deg,HL17,8,2.8300,5.5500,Fender3,131.0617,134.1828,187.6618,13.7128
0deg,HL17,8,2.8300,5.5500,Fender4,135.3797,125.3973,150.0857,2.3171
0deg,HL17,8,2.8300,5.5500,Fender5,139.6909,116.5660,156.4292,2.1043
0deg,HL17,8,2.8300,5.5500,Fender6,144.0130,108.6543,168.3824,1.2612
0deg,HL17,9,3.1700,5.8700,Fender1,120.4945,156.2765,365.6230,42.5762
0deg,HL17,9,3.1700,5.8700,Fender2,125.7911,146.1328,298.6433,35.0587
0deg,HL17,9,3.1700,5.8700,Fender3,131.0947,135.8899,236.3923,28.5748
0deg,HL17,9,3.1700,5.8700,Fender4,136.3917,125.4624,176.9769,12.2698
0deg,HL17,9,3.1700,5.8700,Fender5,141.6978,114.9270,162.2156,4.5443
0deg,HL17,9,3.1700,5.8700,Fender6,146.9962,105.3574,180.0148,7.6271
0deg,HL19,1,0.5000,2.4700,Fender1,136.0842,135.7836,142.1445,0.7149
0deg,HL19,1,0.5000,2.4700,Fender2,134.5395,134.2858,138.1427,0.3388
0deg,HL19,1,0.5000,2.4700,Fender3,132.9865,132.7889,134.8990,0.1371
0deg,HL19,1,0.5000,2.4700,Fender4,131.4547,131.2933,132.8257,0.0843
0deg,HL19,1,0.5000,2.4700,Fender5,129.9055,129.7990,132.7105,0.2345
0deg,HL19,1,0.5000,2.4700,Fender6,128.3672,128.3054,133.1917,0.2298
0deg,HL19,2,0.8300,3.1800,Fender1,134.6524,134.2274,156.0039,4.3395
0deg,HL19,2,0.8300,3.1800,Fender2,133.7139,133.4129,147.8137,2.8525
0deg,HL19,2,0.8300,3.1800,Fender3,132.7675,132.5988,139.7434,0.9775
0deg,HL19,2,0.8300,3.1800,Fender4,131.8225,131.7802,140.0574,2.1363
0deg,HL19,2,0.8300,3.1800,Fender5,130.8794,130.9616,142.3817,2.0738
0deg,HL19,2,0.8300,3.1800,Fender6,129.9468,130.1361,146.7644,1.8763
0deg,HL19,3,1.1700,3.7700,Fender1,133.0751,132.4406,164.9724,4.7621
0deg,HL19,3,1.1700,3.7700,Fender2,132.8247,131.7427,151.4169,2.1337
0deg,HL19,3,1.1700,3.7700,Fender3,132.5760,131.0024,142.3843,0.8108
0deg,HL19,3,1.1700,3.7700,Fender4,132.3288,130.1838,141.7241,1.1919
0deg,HL19,3,1.1700,3.7700,Fender5,132.0823,129.2818,148.3790,1.3733
0deg,HL19,3,1.1700,3.7700,Fender6,131.8477,128.2216,158.3979,2.8973
0deg,HL19,4,1.5000,4.2700,Fender1,131.4922,136.3104,179.5090,4.6136
0deg,HL19,4,1.5000,4.2700,Fender2,131.9781,132.5709,157.3215,1.7442
0deg,HL19,4,1.5000,4.2700,Fender3,132.4755,128.8372,144.6156,1.2314
0deg,HL19,4,1.5000,4.2700,Fender4,132.9638,125.0861,143.7280,1.6741
0deg,HL19,4,1.5000,4.2700,Fender5,133.4531,121.3448,149.3377,1.7618
0deg,HL19,4,1.5000,4.2700,Fender6,133.9439,117.6055,158.5979,2.5151
0deg,HL19,5,1.8300,4.7200,Fender1,129.7240,140.5832,195.9818,4.9813
0deg,HL19,5,1.8300,4.7200,Fender2,131.0709,134.9451,168.6800,3.8268
0deg,HL19,5,1.8300,4.7200,Fender3,132.4270,129.3440,146.2978,0.6601
0deg,HL19,5,1.8300,4.7200,Fender4,133.7753,123.7996,144.7807,1.8753
0deg,HL19,5,1.8300,4.7200,Fender5,135.0697,118.3844,151.1157,1.9610
0deg,HL19,5,1.8300,4.7200,Fender6,136.3735,113.1320,161.1272,3.6732
0deg,HL19,6,2.1700,5.1300,Fender1,127.4344,144.6758,211.4963,4.0218
0deg,HL19,6,2.1700,5.1300,Fender2,129.9218,137.8806,179.8103,2.0792
0deg,HL19,6,2.1700,5.1300,Fender3,132.3811,131.0572,151.3418,1.0941
0deg,HL19,6,2.1700,5.1300,Fender4,134.8314,124.2363,145.1643,2.1072
0deg,HL19,6,2.1700,5.1300,Fender5,137.2913,117.5973,155.8983,2.7159
0deg,HL19,6,2.1700,5.1300,Fender6,139.7517,111.4104,170.9069,4.6586
0deg,HL19,7,2.5000,5.5200,Fender1,125.5406,148.0241,231.1587,6.7380
0deg,HL19,7,2.5000,5.5200,Fender2,128.7298,140.5479,194.7251,4.9445
0deg,HL19,7,2.5000,5.5200,Fender3,131.9237,132.9585,158.6858,2.6513
0deg,HL19,7,2.5000,5.5200,Fender4,135.1171,125.2168,148.8751,2.5265
0deg,HL19,7,2.5000,5.5200,Fender5,138.3023,117.5029,155.8708,1.7662
0deg,HL19,7,2.5000,5.5200,Fender6,141.4720,110.6406,169.3880,2.7662
0deg,HL19,8,2.8300,5.8700,Fender1,122.6102,151.2174,310.2438,33.8527
0deg,HL19,8,2.8300,5.8700,Fender2,126.8585,142.9769,251.9231,25.4233
0deg,HL19,8,2.8300,5.8700,Fender3,131.1033,134.6184,196.2622,17.1319
0deg,HL19,8,2.8300,5.8700,Fender4,135.3493,126.0531,150.5005,2.4157
0deg,HL19,8,2.8300,5.8700,Fender5,139.6191,117.3230,154.2033,0.6413
0deg,HL19,8,2.8300,5.8700,Fender6,143.8733,109.7654,169.4970,2.6567
0deg,HL19,9,3.1700,6.2100,Fender1,120.5478,155.6516,371.4293,43.6474
0deg,HL19,9,3.1700,6.2100,Fender2,125.7553,146.1001,307.6420,36.7184
0deg,HL19,9,3.1700,6.2100,Fender3,130.9623,136.4535,246.5504,29.7081
0deg,HL19,9,3.1700,6.2100,Fender4,136.1633,126.6240,186.1250,17.2425
0deg,HL19,9,3.1700,6.2100,Fender5,141.3749,116.5504,160.9170,4.3948
0deg,HL19,9,3.1700,6.2100,Fender6,146.5839,107.7805,181.1278,9.5162
0deg,HL21,1,0.5000,2.5900,Fender1,136.0838,135.7822,142.6544,0.8978
0deg,HL21,1,0.5000,2.5900,Fender2,134.5297,134.2852,138.4460,0.4143
0deg,HL21,1,0.5000,2.5900,Fender3,132.9865,132.7891,134.8878,0.1415
0deg,HL21,1,0.5000,2.5900,Fender4,131.4548,131.2941,132.8246,0.0609
0deg,HL21,1,0.5000,2.5900,Fender5,129.9054,129.8003,132.6286,0.1306
0deg,HL21,1,0.5000,2.5900,Fender6,128.3674,128.3075,133.2418,0.1830
0deg,HL21,2,0.8300,3.3500,Fender1,134.6521,134.2307,156.0472,4.2362
0deg,HL21,2,0.8300,3.3500,Fender2,133.7141,133.4138,147.8081,2.7682
0deg,HL21,2,0.8300,3.3500,Fender3,132.7676,132.5984,139.8381,1.0922
0deg,HL21,2,0.8300,3.3500,Fender4,131.8227,131.7849,140.3003,2.3084
0deg,HL21,2,0.8300,3.3500,Fender5,130.8792,130.9674,142.8608,2.3890
0deg,HL21,2,0.8300,3.3500,Fender6,129.9464,130.1371,146.9062,1.9308
0deg,HL21,3,1.1700,3.9600,Fender1,133.0842,132.2551,164.2883,4.5992
0deg,HL21,3,1.1700,3.9600,Fender2,132.8239,131.6414,150.7374,1.7350
0deg,HL21,3,1.1700,3.9600,Fender3,132.5745,130.9089,142.6489,0.8238
0deg,HL21,3,1.1700,3.9600,Fender4,132.3272,130.0596,141.9640,1.1966
0deg,HL21,3,1.1700,3.9600,Fender5,132.0707,129.0798,147.6539,1.4036
0deg,HL21,3,1.1700,3.9600,Fender6,131.8254,127.9250,155.7372,2.1053
0deg,HL21,4,1.5000,4.4900,Fender1,131.4986,136.4737,176.4319,3.6188
0deg,HL21,4,1.5000,4.4900,Fender2,131.9843,132.6157,157.2686,1.6382
0deg,HL21,4,1.5000,4.4900,Fender3,132.4724,128.7730,144.6634,1.1178
0deg,HL21,4,1.5000,4.4900,Fender4,132.9603,124.9276,143.7667,1.7451
0deg,HL21,4,1.5000,4.4900,Fender5,133.4400,121.0910,148.2458,1.9979
0deg,HL21,4,1.5000,4.4900,Fender6,133.9202,117.2877,157.7726,2.5908
0deg,HL21,5,1.8300,4.9700,Fender1,129.7506,140.8740,191.3118,3.4141
0deg,HL21,5,1.8300,4.9700,Fender2,131.0872,135.1924,166.0847,1.8077
0deg,HL21,5,1.8300,4.9700,Fender3,132.4247,129.5982,145.9840,0.5102
0deg,HL21,5,1.8300,4.9700,Fender4,133.7650,124.0475,142.8310,1.0876
0deg,HL21,5,1.8300,4.9700,Fender5,135.0452,118.6731,150.5897,2.0339
0deg,HL21,5,1.8300,4.9700,Fender6,136.3280,113.5443,161.1082,3.0352
0deg,HL21,6,2.1700,5.4000,Fender1,127.5049,144.9539,208.1768,1.4296
0deg,HL21,6,2.1700,5.4000,Fender2,129.9329,138.3082,178.3233,1.2292
0deg,HL21,6,2.1700,5.4000,Fender3,132.3611,131.5885,151.6055,1.5207
0deg,HL21,6,2.1700,5.4000,Fender4,134.7906,124.8088,145.8477,2.0317
0deg,HL21,6,2.1700,5.4000,Fender5,137.2316,118.1749,153.5908,1.4229
0deg,HL21,6,2.1700,5.4000,Fender6,139.6616,112.1628,166.5053,3.0096
0deg,HL21,7,2.5000,5.8000,Fender1,125.6621,148.0049,246.2956,14.3439
0deg,HL21,7,2.5000,5.8000,Fender2,128.8108,140.7644,204.5806,9.9627
0deg,HL21,7,2.5000,5.8000,Fender3,131.9615,133.3925,163.5993,5.0598
0deg,HL21,7,2.5000,5.8000,Fender4,135.1042,125.8316,148.7122,2.2826
0deg,HL21,7,2.5000,5.8000,Fender5,138.2467,118.2045,152.8963,1.6968
0deg,HL21,7,2.5000,5.8000,Fender6,141.3384,111.6325,164.5633,1.9242
0deg,HL21,8,2.8300,6.1700,Fender1,122.7565,151.1827,311.4868,33.7615
0deg,HL21,8,2.8300,6.1700,Fender2,126.9449,143.1299,252.6224,25.0441
0deg,HL21,8,2.8300,6.1700,Fender3,131.1477,134.9612,196.9031,16.4458
0deg,HL21,8,2.8300,6.1700,Fender4,135.3437,126.5850,152.5565,3.6483
0deg,HL21,8,2.8300,6.1700,Fender5,139.5525,117.9759,153.2417,1.4035
0deg,HL21,8,2.8300,6.1700,Fender6,143.7563,110.7511,168.7050,4.1292
0deg,HL21,9,3.1700,6.5300,Fender1,120.5776,155.7540,383.2183,49.9020
0deg,HL21,9,3.1700,6.5300,Fender2,125.7449,146.3011,311.0244,38.4861
0deg,HL21,9,3.1700,6.5300,Fender3,130.9127,136.7750,246.1965,29.5145
0deg,HL21,9,3.1700,6.5300,Fender4,136.0824,127.0706,186.2323,17.2442
0deg,HL21,9,3.1700,6.5300,Fender5,141.2540,117.1240,157.5411,3.6845
0deg,HL21,9,3.1700,6.5300,Fender6,146.4173,108.5247,176.6932,7.7978
0deg,HL23,1,0.5000,2.7100,Fender1,136.0837,135.7814,143.1765,1.0966
0deg,HL23,1,0.5000,2.7100,Fender2,134.5297,134.2849,138.7749,0.5143
0deg,HL23,1,0.5000,2.7100,Fender3,132.9963,132.7894,134.8678,0.1443
0deg,HL23,1,0.5000,2.7100,Fender4,131.4552,131.2949,132.9569,0.1084
0deg,HL23,1,0.5000,2.7100,Fender5,129.9153,129.8016,132.9120,0.2210
0deg,HL23,1,0.5000,2.7100,Fender6,128.3774,128.3093,133.3116,0.1938
0deg,HL23,2,0.8300,3.5000,Fender1,134.6524,134.2412,155.8483,3.8881
0deg,HL23,2,0.8300,3.5000,Fender2,133.7143,133.4277,147.6127,2.6101
0deg,HL23,2,0.8300,3.5000,Fender3,132.7675,132.6125,139.6994,1.1856
0deg,HL23,2,0.8300,3.5000,Fender4,131.8225,131.7994,140.5100,2.3023
0deg,HL23,2,0.8300,3.5000,Fender5,130.8792,130.9880,142.5751,2.0240
0deg,HL23,2,0.8300,3.5000,Fender6,129.9466,130.1285,147.2918,2.1699
0deg,HL23,3,1.1700,4.1500,Fender1,133.0926,132.1990,163.9968,4.4635
0deg,HL23,3,1.1700,4.1500,Fender2,132.8420,131.6022,150.8772,1.8694
0deg,HL23,3,1.1700,4.1500,Fender3,132.5831,130.8859,142.5758,0.9286
0deg,HL23,3,1.1700,4.1500,Fender4,132.3259,129.9714,141.1382,0.8036
0deg,HL23,3,1.1700,4.1500,Fender5,132.0696,128.8778,147.9993,1.4167
0deg,HL23,3,1.1700,4.1500,Fender6,131.8241,127.6380,155.7566,2.1460
0deg,HL23,4,1.5000,4.7000,Fender1,131.5064,136.8132,177.2836,3.5871
0deg,HL23,4,1.5000,4.7000,Fender2,131.9823,132.7710,158.2274,2.4148
0deg,HL23,4,1.5000,4.7000,Fender3,132.4688,128.7766,144.6234,1.1658
0deg,HL23,4,1.5000,4.7000,Fender4,132.9473,124.8316,144.4665,1.9590
0deg,HL23,4,1.5000,4.7000,Fender5,133.4267,120.8915,148.1924,1.4989
0deg,HL23,4,1.5000,4.7000,Fender6,133.9072,116.9783,157.6198,2.8399
0deg,HL23,5,1.8300,5.2000,Fender1,129.7855,141.4204,191.2847,2.7680
0deg,HL23,5,1.8300,5.2000,Fender2,131.1117,135.6656,165.4439,1.6700
0deg,HL23,5,1.8300,5.2000,Fender3,132.4310,129.9640,146.2603,0.7105
0deg,HL23,5,1.8300,5.2000,Fender4,133.7401,124.3510,144.2943,1.5177
0deg,HL23,5,1.8300,5.2000,Fender5,135.0107,118.8761,151.0401,2.5628
0deg,HL23,5,1.8300,5.2000,Fender6,136.2813,113.7694,161.5838,3.7703
0deg,HL23,6,2.1700,5.6500,Fender1,127.5382,145.3612,208.2183,2.3229
0deg,HL23,6,2.1700,5.6500,Fender2,129.9479,138.7943,180.5762,2.3055
0deg,HL23,6,2.1700,5.6500,Fender3,132.3455,132.1155,153.2242,2.0730
0deg,HL23,6,2.1700,5.6500,Fender4,134.7556,125.3053,144.7324,1.7340
0deg,HL23,6,2.1700,5.6500,Fender5,137.1665,118.5729,155.6103,2.7086
0deg,HL23,6,2.1700,5.6500,Fender6,139.5671,112.6567,166.6272,3.4332
0deg,HL23,7,2.5000,6.0700,Fender1,125.7894,148.0395,245.0150,13.3651
0deg,HL23,7,2.5000,6.0700,Fender2,128.8949,140.9799,204.3627,9.6581
0deg,HL23,7,2.5000,6.0700,Fender3,132.0039,133.7814,164.5212,5.4988
0deg,HL23,7,2.5000,6.0700,Fender4,135.1146,126.3642,147.4204,1.9456
0deg,HL23,7,2.5000,6.0700,Fender5,138.1741,118.8135,152.8674,1.2359
0deg,HL23,7,2.5000,6.0700,Fender6,141.2252,112.5102,163.9139,1.5846
0deg,HL23,8,2.8300,6.4600,Fender1,122.8760,151.2775,308.9752,33.9998
0deg,HL23,8,2.8300,6.4600,Fender2,127.0255,143.3328,250.5725,25.2156
0deg,HL23,8,2.8300,6.4600,Fender3,131.1761,135.2902,195.8786,16.4302
0deg,HL23,8,2.8300,6.4600,Fender4,135.3311,127.0408,153.2267,3.8167
0deg,HL23,8,2.8300,6.4600,Fender5,139.4799,118.5516,151.2326,0.9033
0deg,HL23,8,2.8300,6.4600,Fender6,143.6416,111.5407,168.3562,5.2951
0deg,HL23,9,3.1700,6.8300,Fender1,120.6140,155.8142,372.7563,41.2535
0deg,HL23,9,3.1700,6.8300,Fender2,125.7481,146.4746,301.9500,31.4233
0deg,HL23,9,3.1700,6.8300,Fender3,130.8768,137.0650,241.9303,25.6739
0deg,HL23,9,3.1700,6.8300,Fender4,136.0160,127.5003,182.8395,15.9931
0deg,HL23,9,3.1700,6.8300,Fender5,141.1472,117.7224,158.8674,4.1188
0deg,HL23,9,3.1700,6.8300,Fender6,146.2881,109.2500,176.6389,7.8480
0deg,HL25,1,0.5000,2.8300,Fender1,136.0839,135.7816,143.4905,1.2429
0deg,HL25,1,0.5000,2.8300,Fender2,134.5297,134.2851,138.9815,0.6240
0deg,HL25,1,0.5000,2.8300,Fender3,132.9964,132.7898,134.8431,0.1319
0deg,HL25,1,0.5000,2.8300,Fender4,131.4551,131.2954,133.1086,0.1568
0deg,HL25,1,0.5000,2.8300,Fender5,129.9154,129.8022,133.1052,0.3021
0deg,HL25,1,0.5000,2.8300,Fender6,128.3774,128.3101,133.5715,0.2258
0deg,HL25,2,0.8300,3.6500,Fender1,134.6522,134.2664,156.0671,3.8483
0deg,HL25,2,0.8300,3.6500,Fender2,133.7135,133.4438,147.6411,2.6129
0deg,HL25,2,0.8300,3.6500,Fender3,132.7671,132.6225,139.3707,1.0659
0deg,HL25,2,0.8300,3.6500,Fender4,131.8221,131.8026,140.7058,2.2453
0deg,HL25,2,0.8300,3.6500,Fender5,130.8788,130.9843,142.4298,2.0249
0deg,HL25,2,0.8300,3.6500,Fender6,129.9464,130.1564,147.5492,2.2239
0deg,HL25,3,1.1700,4.3200,Fender1,133.1013,131.9750,160.9400,2.8544
0deg,HL25,3,1.1700,4.3200,Fender2,132.8410,131.4333,148.8978,0.6876
0deg,HL25,3,1.1700,4.3200,Fender3,132.5813,130.7884,142.9166,1.1240
0deg,HL25,3,1.1700,4.3200,Fender4,132.3237,129.8969,141.5228,0.8790
0deg,HL25,3,1.1700,4.3200,Fender5,132.0671,128.7887,146.2368,0.7885
0deg,HL25,3,1.1700,4.3200,Fender6,131.8133,127.5162,152.1528,0.7792
0deg,HL25,4,1.5000,4.9000,Fender1,131.5314,137.1929,175.6420,1.8300
0deg,HL25,4,1.5000,4.9000,Fender2,131.9976,132.9190,157.2343,1.2702
0deg,HL25,4,1.5000,4.9000,Fender3,132.4652,128.8014,144.0703,0.8253
0deg,HL25,4,1.5000,4.9000,Fender4,132.9432,124.7253,144.1387,1.9298
0deg,HL25,4,1.5000,4.9000,Fender5,133.4121,120.6898,147.9314,1.3699
0deg,HL25,4,1.5000,4.9000,Fender6,133.8820,116.7167,155.6550,2.3744
0deg,HL25,5,1.8300,5.4200,Fender1,129.8223,142.0232,191.8268,2.7443
0deg,HL25,5,1.8300,5.4200,Fender2,131.1384,136.2589,167.1543,1.2343
0deg,HL25,5,1.8300,5.4200,Fender3,132.4462,130.4260,146.7925,0.3915
0deg,HL25,5,1.8300,5.4200,Fender4,133.7228,124.6810,145.6697,2.1191
0deg,HL25,5,1.8300,5.4200,Fender5,134.9828,119.0728,150.5930,1.4164
0deg,HL25,5,1.8300,5.4200,Fender6,136.2258,113.9590,160.6066,3.2092
0deg,HL25,6,2.1700,5.8900,Fender1,127.5758,145.4397,213.5840,5.7394
0deg,HL25,6,2.1700,5.8900,Fender2,129.9545,139.0654,183.7600,4.3524
0deg,HL25,6,2.1700,5.8900,Fender3,132.3315,132.5394,154.8108,2.1008
0deg,HL25,6,2.1700,5.8900,Fender4,134.7202,125.8426,146.6485,2.1713
0deg,HL25,6,2.1700,5.8900,Fender5,137.1008,119.1377,157.5296,3.7432
0deg,HL25,6,2.1700,5.8900,Fender6,139.4844,113.4579,169.4321,5.2520
0deg,HL25,7,2.5000,6.3300,Fender1,125.8857,148.1880,247.5241,15.4986
0deg,HL25,7,2.5000,6.3300,Fender2,128.9648,141.2307,204.9747,10.2244
0deg,HL25,7,2.5000,6.3300,Fender3,132.0402,134.1383,162.8126,4.2136
0deg,HL25,7,2.5000,6.3300,Fender4,135.0939,126.8092,147.9211,2.3202
0deg,HL25,7,2.5000,6.3300,Fender5,138.1111,119.2875,150.7444,0.9138
0deg,HL25,7,2.5000,6.3300,Fender6,141.1292,113.2343,163.7803,2.8865
0deg,HL25,8,2.8300,6.7400,Fender1,122.9977,151.3559,306.2640,31.8699
0deg,HL25,8,2.8300,6.7400,Fender2,127.0972,143.5191,248.5737,22.4685
0deg,HL25,8,2.8300,6.7400,Fender3,131.2094,135.5850,195.5186,15.0042
0deg,HL25,8,2.8300,6.7400,Fender4,135.3237,127.4573,153.3515,4.1503
0deg,HL25,8,2.8300,6.7400,Fender5,139.4422,119.0988,152.2828,1.6585
0deg,HL25,8,2.8300,6.7400,Fender6,143.5511,112.2707,166.0937,5.3463
0deg,HL27,1,0.5000,2.9400,Fender1,136.0742,135.7819,143.7700,1.3659
0deg,HL27,1,0.5000,2.9400,Fender2,134.5297,134.2855,139.1646,0.7183
0deg,HL27,1,0.5000,2.9400,Fender3,132.9965,132.7902,134.8116,0.1096
0deg,HL27,1,0.5000,2.9400,Fender4,131.4551,131.2959,133.3488,0.2551
0deg,HL27,1,0.5000,2.9400,Fender5,129.9153,129.8027,133.2372,0.3414
0deg,HL27,1,0.5000,2.9400,Fender6,128.3774,128.3108,133.8110,0.2628
0deg,HL27,2,0.8300,3.8000,Fender1,134.6618,134.2973,155.3663,3.7941
0deg,HL27,2,0.8300,3.8000,Fender2,133.7138,133.4660,147.4386,2.5237
0deg,HL27,2,0.8300,3.8000,Fender3,132.7666,132.6374,140.0400,1.4626
0deg,HL27,2,0.8300,3.8000,Fender4,131.8216,131.8125,140.5291,2.5964
0deg,HL27,2,0.8300,3.8000,Fender5,130.8782,130.9757,143.7219,2.2702
0deg,HL27,2,0.8300,3.8000,Fender6,129.9362,130.1375,147.3414,2.2237
0deg,HL27,3,1.1700,4.4900,Fender1,133.1104,131.7642,161.1521,3.5028
0deg,HL27,3,1.1700,4.4900,Fender2,132.8501,131.2297,150.0891,1.6359
0deg,HL27,3,1.1700,4.4900,Fender3,132.5810,130.6245,143.6397,1.3894
0deg,HL27,3,1.1700,4.4900,Fender4,132.3225,129.7537,140.7875,0.4309
0deg,HL27,3,1.1700,4.4900,Fender5,132.0659,128.5696,146.0462,0.9178
0deg,HL27,3,1.1700,4.4900,Fender6,131.8012,127.1884,153.0195,1.4271
0deg,HL27,4,1.5000,5.0900,Fender1,131.5482,137.4466,176.2645,2.6898
0deg,HL27,4,1.5000,5.0900,Fender2,132.0136,133.0635,160.3168,1.9328
0deg,HL27,4,1.5000,5.0900,Fender3,132.4706,128.8483,143.8128,0.7153
0deg,HL27,4,1.5000,5.0900,Fender4,132.9384,124.7732,142.4180,1.3084
0deg,HL27,4,1.5000,5.0900,Fender5,133.3976,120.7648,149.4382,2.6453
0deg,HL27,4,1.5000,5.0900,Fender6,133.8677,116.8274,156.4965,3.0697
0deg,HL27,5,1.8300,5.6300,Fender1,129.8690,142.4176,191.0729,1.3493
0deg,HL27,5,1.8300,5.6300,Fender2,131.1548,136.7146,168.5996,0.5458
0deg,HL27,5,1.8300,5.6300,Fender3,132.4516,130.8929,148.5560,1.0803
0deg,HL27,5,1.8300,5.6300,Fender4,133.7069,125.0474,142.8041,1.0951
0deg,HL27,5,1.8300,5.6300,Fender5,134.9364,119.3657,149.4346,1.3766
0deg,HL27,5,1.8300,5.6300,Fender6,136.1777,114.3185,159.2206,2.1016
0deg,HL27,6,2.1700,6.1200,Fender1,127.6040,145.7050,212.9150,6.3430
0deg,HL27,6,2.1700,6.1200,Fender2,129.9614,139.4163,183.6735,4.6648
0deg,HL27,6,2.1700,6.1200,Fender3,132.3215,132.9521,155.1108,2.7031
0deg,HL27,6,2.1700,6.1200,Fender4,134.6900,126.2781,146.5669,2.0973
0deg,HL27,6,2.1700,6.1200,Fender5,137.0492,119.5488,158.2609,3.7045
0deg,HL27,6,2.1700,6.1200,Fender6,139.4104,114.0339,170.0793,4.8662
0deg,HL27,7,2.5000,6.5800,Fender1,125.9856,148.2822,249.0820,16.5421
0deg,HL27,7,2.5000,6.5800,Fender2,129.0304,141.4196,206.0711,11.1286
0deg,HL27,7,2.5000,6.5800,Fender3,132.0777,134.4362,163.6511,4.8662
0deg,HL27,7,2.5000,6.5800,Fender4,135.0651,127.2069,147.8146,2.1929
0deg,HL27,7,2.5000,6.5800,Fender5,138.0523,119.7808,150.3820,0.6325
0deg,HL27,7,2.5000,6.5800,Fender6,141.0404,113.9769,164.0083,3.8957
0deg,HL29,1,0.5000,3.0500,Fender1,136.0740,135.7829,143.7067,1.3594
0deg,HL29,1,0.5000,3.0500,Fender2,134.5295,134.2862,139.1346,0.6959
0deg,HL29,1,0.5000,3.0500,Fender3,132.9963,132.7908,134.8551,0.1222
0deg,HL29,1,0.5000,3.0500,Fender4,131.4551,131.2966,133.3831,0.2635
0deg,HL29,1,0.5000,3.0500,Fender5,129.9154,129.8034,133.3389,0.3514
0deg,HL29,1,0.5000,3.0500,Fender6,128.3774,128.3115,133.9457,0.2493
0deg,HL29,2,0.8300,3.9300,Fender1,134.6609,134.3129,155.7535,3.8582
0deg,HL29,2,0.8300,3.9300,Fender2,133.7134,133.5024,147.8274,2.6606
0deg,HL29,2,0.8300,3.9300,Fender3,132.7659,132.6724,140.0841,1.4658
0deg,HL29,2,0.8300,3.9300,Fender4,131.8209,131.8330,140.0561,2.3650
0deg,HL29,2,0.8300,3.9300,Fender5,130.8776,130.9960,143.3428,2.1296
0deg,HL29,2,0.8300,3.9300,Fender6,129.9352,130.1253,147.4404,2.1431
0deg,HL29,3,1.1700,4.6600,Fender1,133.1095,131.4862,162.6261,3.7629
0deg,HL29,3,1.1700,4.6600,Fender2,132.8389,130.9062,150.5770,2.0800
0deg,HL29,3,1.1700,4.6600,Fender3,132.5797,130.4040,143.6389,1.1675
0deg,HL29,3,1.1700,4.6600,Fender4,132.3212,129.7126,141.2918,0.6958
0deg,HL29,3,1.1700,4.6600,Fender5,132.0546,128.4717,146.2885,1.1408
0deg,HL29,3,1.1700,4.6600,Fender6,131.7896,126.8873,152.9314,0.8495
0deg,HL29,4,1.5000,5.2800,Fender1,131.5743,138.1355,178.8713,2.5380
0deg,HL29,4,1.5000,5.2800,Fender2,132.0198,133.5458,160.2028,1.7366
0deg,HL29,4,1.5000,5.2800,Fender3,132.4756,129.0623,143.8797,0.5995
0deg,HL29,4,1.5000,5.2800,Fender4,132.9337,124.7669,144.6283,2.2611
0deg,HL29,4,1.5000,5.2800,Fender5,133.3817,120.5962,148.8017,2.2553
0deg,HL29,4,1.5000,5.2800,Fender6,133.8433,116.5695,156.4383,3.0179
0deg,HL29,5,1.8300,5.8400,Fender1,129.8962,142.9325,194.2109,4.1221
0deg,HL29,5,1.8300,5.8400,Fender2,131.1798,137.2343,172.0493,2.8132
0deg,HL29,5,1.8300,5.8400,Fender3,132.4581,131.3809,150.1285,1.6482
0deg,HL29,5,1.8300,5.8400,Fender4,133.6789,125.4043,144.6371,1.9061
0deg,HL29,5,1.8300,5.8400,Fender5,134.8987,119.5930,149.2469,1.8259
0deg,HL29,5,1.8300,5.8400,Fender6,136.1102,114.5662,158.1195,2.7559
0deg,HL29,6,2.1700,6.3400,Fender1,127.6293,145.8933,209.5839,6.1998
0deg,HL29,6,2.1700,6.3400,Fender2,129.9660,139.6829,180.6889,4.0572
0deg,HL29,6,2.1700,6.3400,Fender3,132.3024,133.3017,153.6254,1.5257
0deg,HL29,6,2.1700,6.3400,Fender4,134.6422,126.6720,144.7156,1.4180
0deg,HL29,6,2.1700,6.3400,Fender5,136.9929,119.9554,150.0002,1.2793
0deg,HL29,6,2.1700,6.3400,Fender6,139.3343,114.6549,159.8404,1.2112
0deg,HL29,7,2.5000,6.8100,Fender1,126.0752,148.4020,253.4690,18.0815
0deg,HL29,7,2.5000,6.8100,Fender2,129.0913,141.6164,208.7277,11.7389
0deg,HL29,7,2.5000,6.8100,Fender3,132.0916,134.7086,164.8201,5.0303
0deg,HL29,7,2.5000,6.8100,Fender4,135.0476,127.5662,147.8364,1.8901
0deg,HL29,7,2.5000,6.8100,Fender5,138.0146,120.2365,150.0863,1.4130
0deg,HL29,7,2.5000,6.8100,Fender6,140.9815,114.5767,160.9036,3.5284
