heading,line,cond_num,Hs,Tp,dof,static_val,dyn_mean,dyn_max,dyn_std
90deg,HL29,5,1.8300,5.8400,sway,-17.9120,-17.9508,-17.1885,0.0796
90deg,HL29,5,1.8300,5.8400,heave,-0.0030,-0.0074,0.3427,0.0208
90deg,HL29,5,1.8300,5.8400,roll,0.0660,-0.1623,0.9559,0.0448
90deg,HL29,5,1.8300,5.8400,pitch,0.0002,0.0005,0.0429,0.0028
90deg,HL29,5,1.8300,5.8400,yaw,-0.0093,-0.0110,0.0543,0.0025
90deg,HL29,6,2.1700,6.3400,surge,4.7941,4.8142,4.9053,0.0096
90deg,HL29,6,2.1700,6.3400,sway,-17.8960,-17.9500,-16.3317,0.2735
90deg,HL29,6,2.1700,6.3400,heave,-0.0056,-0.0082,0.6170,0.0507
90deg,HL29,6,2.1700,6.3400,roll,0.0990,-0.1335,1.8150,0.2578
90deg,HL29,6,2.1700,6.3400,pitch,0.0005,0.0007,0.0739,0.0050
90deg,HL29,6,2.1700,6.3400,yaw,-0.0107,-0.0162,0.1165,0.0133
90deg,HL29,7,2.5000,6.8100,surge,4.7928,4.8118,4.9195,0.0116
90deg,HL29,7,2.5000,6.8100,sway,-17.8770,-17.9393,-15.7793,0.2602
90deg,HL29,7,2.5000,6.8100,heave,-0.0071,-0.0085,0.9137,0.0515
90deg,HL29,7,2.5000,6.8100,roll,0.1316,-0.0846,2.0114,0.1246
90deg,HL29,7,2.5000,6.8100,pitch,0.0007,0.0008,0.1209,0.0090
90deg,HL29,7,2.5000,6.8100,yaw,-0.0130,-0.0234,0.2016,0.0279
135deg,HL7,1,0.5000,1.5000,surge,4.7961,4.7962,4.8001,0.0002
135deg,HL7,1,0.5000,1.5000,sway,-17.9570,-17.9572,-17.9494,0.0008
135deg,HL7,1,0.5000,1.5000,heave,0.0013,0.0006,0.0016,0.0001
135deg,HL7,1,0.5000,1.5000,roll,-0.0484,-0.0473,-0.0234,0.0016
135deg,HL7,1,0.5000,1.5000,pitch,-0.0001,-0.0001,0.0002,0.0000
135deg,HL7,1,0.5000,1.5000,yaw,-0.0012,-0.0013,0.0001,0.0001
135deg,HL7,2,0.8300,1.9300,surge,4.7940,4.7941,4.8050,0.0010
135deg,HL7,2,0.8300,1.9300,sway,-17.9520,-17.9518,-17.9277,0.0042
135deg,HL7,2,0.8300,1.9300,heave,0.0005,-0.0001,0.0019,0.0002
135deg,HL7,2,0.8300,1.9300,roll,-0.0304,-0.0293,0.0161,0.0031
135deg,HL7,2,0.8300,1.9300,pitch,-0.0000,0.0000,0.0008,0.0001
135deg,HL7,2,0.8300,1.9300,yaw,-0.0006,-0.0006,0.0046,0.0011
135deg,HL7,3,1.1700,2.2900,surge,4.7916,4.7918,4.8125,0.0021
135deg,HL7,3,1.1700,2.2900,sway,-17.9460,-17.9454,-17.9041,0.0060
135deg,HL7,3,1.1700,2.2900,heave,-0.0003,-0.0008,0.0024,0.0002
135deg,HL7,3,1.1700,2.2900,roll,-0.0113,-0.0102,0.0565,0.0046
135deg,HL7,3,1.1700,2.2900,pitch,0.0001,0.0001,0.0015,0.0001
135deg,HL7,3,1.1700,2.2900,yaw,0.0004,0.0003,0.0079,0.0010
135deg,HL7,4,1.5000,2.5900,surge,4.7893,4.7893,4.8227,0.0029
135deg,HL7,4,1.5000,2.5900,sway,-17.9390,-17.9383,-17.8775,0.0071
135deg,HL7,4,1.5000,2.5900,heave,-0.0012,-0.0016,0.0036,0.0003
135deg,HL7,4,1.5000,2.5900,roll,0.0077,0.0088,0.1031,0.0057
135deg,HL7,4,1.5000,2.5900,pitch,0.0002,0.0001,0.0024,0.0001
135deg,HL7,4,1.5000,2.5900,yaw,0.0015,0.0013,0.0150,0.0015
135deg,HL7,5,1.8300,2.8700,surge,4.7878,4.7821,4.8448,0.0110
135deg,HL7,5,1.8300,2.8700,sway,-17.9310,-17.9299,-17.8326,0.0100
135deg,HL7,5,1.8300,2.8700,heave,-0.0021,-0.0023,0.0062,0.0009
135deg,HL7,5,1.8300,2.8700,roll,0.0271,0.0319,0.1706,0.0167
135deg,HL7,5,1.8300,2.8700,pitch,0.0003,0.0002,0.0036,0.0002
135deg,HL7,5,1.8300,2.8700,yaw,0.0027,0.0028,0.0265,0.0026
135deg,HL7,6,2.1700,3.1200,surge,4.7854,4.7585,4.8592,0.0171
135deg,HL7,6,2.1700,3.1200,sway,-17.9210,-17.9190,-17.7738,0.0182
135deg,HL7,6,2.1700,3.1200,heave,-0.0031,-0.0026,0.0093,0.0013
135deg,HL7,6,2.1700,3.1200,roll,0.0483,0.0826,0.2868,0.0253
135deg,HL7,6,2.1700,3.1200,pitch,0.0004,0.0003,0.0048,0.0003
135deg,HL7,6,2.1700,3.1200,yaw,0.0042,0.0051,0.0423,0.0048
135deg,HL7,7,2.5000,3.3500,surge,4.7804,4.7258,4.8550,0.0155
135deg,HL7,7,2.5000,3.3500,sway,-17.9120,-17.9060,-17.6784,0.0268
135deg,HL7,7,2.5000,3.3500,heave,-0.0030,-0.0023,0.0122,0.0010
135deg,HL7,7,2.5000,3.3500,roll,0.0694,0.1595,0.5303,0.0685
135deg,HL7,7,2.5000,3.3500,pitch,-0.0001,0.0003,0.0068,0.0006
135deg,HL7,7,2.5000,3.3500,yaw,0.0028,0.0078,0.0757,0.0128
135deg,HL7,8,2.8300,3.5600,surge,4.7804,4.7029,4.8543,0.0140
135deg,HL7,8,2.8300,3.5600,sway,-17.9010,-17.8929,-17.5628,0.0479
135deg,HL7,8,2.8300,3.5600,heave,-0.0051,-0.0024,0.0181,0.0023
135deg,HL7,8,2.8300,3.5600,roll,0.0917,0.2201,0.7324,0.0960
135deg,HL7,8,2.8300,3.5600,pitch,0.0007,0.0003,0.0094,0.0007
135deg,HL7,8,2.8300,3.5600,yaw,0.0075,0.0103,0.1214,0.0207
135deg,HL7,9,3.1700,3.7700,surge,4.7758,4.6856,4.8762,0.0221
135deg,HL7,9,3.1700,3.7700,sway,-17.8890,-17.8785,-17.3961,0.0762
135deg,HL7,9,3.1700,3.7700,heave,-0.0059,-0.0026,0.0253,0.0040
135deg,HL7,9,3.1700,3.7700,roll,0.1150,0.2818,0.9080,0.0985
135deg,HL7,9,3.1700,3.7700,pitch,0.0008,0.0004,0.0135,0.0014
135deg,HL7,9,3.1700,3.7700,yaw,0.0096,0.0128,0.2027,0.0427
135deg,HL9,1,0.5000,1.7000,surge,4.7962,4.7962,4.8004,0.0003
135deg,HL9,1,0.5000,1.7000,sway,-17.9570,-17.9572,-17.9493,0.0005
135deg,HL9,1,0.5000,1.7000,heave,0.0013,0.0006,0.0016,0.0001
135deg,HL9,1,0.5000,1.7000,roll,-0.0484,-0.0472,-0.0222,0.0019
135deg,HL9,1,0.5000,1.7000,pitch,-0.0001,-0.0001,0.0002,0.0000
135deg,HL9,1,0.5000,1.7000,yaw,-0.0012,-0.0013,0.0006,0.0003
135deg,HL9,2,0.8300,2.1900,surge,4.7941,4.7941,4.8047,0.0011
135deg,HL9,2,0.8300,2.1900,sway,-17.9520,-17.9518,-17.9296,0.0036
135deg,HL9,2,0.8300,2.1900,heave,0.0005,-0.0001,0.0017,0.0001
135deg,HL9,2,0.8300,2.1900,roll,-0.0303,-0.0292,0.0168,0.0040
135deg,HL9,2,0.8300,2.1900,pitch,-0.0000,0.0000,0.0008,0.0001
135deg,HL9,2,0.8300,2.1900,yaw,-0.0005,-0.0006,0.0039,0.0007
135deg,HL9,3,1.1700,2.5900,surge,4.7918,4.7918,4.8125,0.0021
135deg,HL9,3,1.1700,2.5900,sway,-17.9460,-17.9453,-17.9080,0.0038
135deg,HL9,3,1.1700,2.5900,heave,-0.0004,-0.0008,0.0026,0.0002
135deg,HL9,3,1.1700,2.5900,roll,-0.0112,-0.0101,0.0548,0.0032
135deg,HL9,3,1.1700,2.5900,pitch,0.0001,0.0001,0.0015,0.0001
135deg,HL9,3,1.1700,2.5900,yaw,0.0005,0.0003,0.0089,0.0009
135deg,HL9,4,1.5000,2.9400,surge,4.7896,4.7882,4.8299,0.0066
135deg,HL9,4,1.5000,2.9400,sway,-17.9380,-17.9381,-17.8730,0.0064
135deg,HL9,4,1.5000,2.9400,heave,-0.0012,-0.0016,0.0043,0.0006
135deg,HL9,4,1.5000,2.9400,roll,0.0079,0.0088,0.1043,0.0073
135deg,HL9,4,1.5000,2.9400,pitch,0.0002,0.0001,0.0027,0.0003
135deg,HL9,4,1.5000,2.9400,yaw,0.0016,0.0014,0.0174,0.0015
135deg,HL9,5,1.8300,3.2500,surge,4.7881,4.7819,4.8468,0.0123
135deg,HL9,5,1.8300,3.2500,sway,-17.9300,-17.9298,-17.8181,0.0155
135deg,HL9,5,1.8300,3.2500,heave,-0.0021,-0.0023,0.0067,0.0011
135deg,HL9,5,1.8300,3.2500,roll,0.0272,0.0317,0.1639,0.0096
135deg,HL9,5,1.8300,3.2500,pitch,0.0003,0.0002,0.0041,0.0003
135deg,HL9,5,1.8300,3.2500,yaw,0.0028,0.0028,0.0309,0.0038
135deg,HL9,6,2.1700,3.5300,surge,4.7857,4.7562,4.8463,0.0117
135deg,HL9,6,2.1700,3.5300,sway,-17.9210,-17.9189,-17.7479,0.0221
135deg,HL9,6,2.1700,3.5300,heave,-0.0031,-0.0026,0.0082,0.0005
135deg,HL9,6,2.1700,3.5300,roll,0.0485,0.0815,0.2749,0.0212
135deg,HL9,6,2.1700,3.5300,pitch,0.0004,0.0003,0.0068,0.0005
135deg,HL9,6,2.1700,3.5300,yaw,0.0042,0.0052,0.0471,0.0055
135deg,HL9,7,2.5000,3.8000,surge,4.7807,4.7223,4.8322,0.0080
135deg,HL9,7,2.5000,3.8000,sway,-17.9110,-17.9059,-17.6556,0.0348
135deg,HL9,7,2.5000,3.8000,heave,-0.0030,-0.0024,0.0154,0.0025
135deg,HL9,7,2.5000,3.8000,roll,0.0696,0.1554,0.5100,0.0622
135deg,HL9,7,2.5000,3.8000,pitch,-0.0001,0.0003,0.0107,0.0011
135deg,HL9,7,2.5000,3.8000,yaw,0.0028,0.0078,0.0789,0.0132
135deg,HL9,8,2.8300,4.0400,surge,4.7808,4.7058,4.8604,0.0176
135deg,HL9,8,2.8300,4.0400,sway,-17.9000,-17.8928,-17.5430,0.0587
135deg,HL9,8,2.8300,4.0400,heave,-0.0051,-0.0025,0.0221,0.0037
135deg,HL9,8,2.8300,4.0400,roll,0.0920,0.2174,0.7383,0.0855
135deg,HL9,8,2.8300,4.0400,pitch,0.0007,0.0003,0.0157,0.0013
135deg,HL9,8,2.8300,4.0400,yaw,0.0073,0.0099,0.1154,0.0199
135deg,HL9,9,3.1700,4.2700,surge,4.7761,4.6889,4.8758,0.0180
135deg,HL9,9,3.1700,4.2700,sway,-17.8880,-17.8781,-17.4112,0.0695
135deg,HL9,9,3.1700,4.2700,heave,-0.0059,-0.0026,0.0289,0.0041
135deg,HL9,9,3.1700,4.2700,roll,0.1153,0.2815,0.8691,0.0664
135deg,HL9,9,3.1700,4.2700,pitch,0.0008,0.0004,0.0268,0.0028
135deg,HL9,9,3.1700,4.2700,yaw,0.0092,0.0122,0.1651,0.0332
135deg,HL11,1,0.5000,1.8800,surge,4.7962,4.7962,4.8006,0.0005
135deg,HL11,1,0.5000,1.8800,sway,-17.9570,-17.9571,-17.9476,0.0015
135deg,HL11,1,0.5000,1.8800,heave,0.0013,0.0006,0.0015,0.0001
135deg,HL11,1,0.5000,1.8800,roll,-0.0483,-0.0472,-0.0215,0.0024
135deg,HL11,1,0.5000,1.8800,pitch,-0.0001,-0.0001,0.0002,0.0000
135deg,HL11,1,0.5000,1.8800,yaw,-0.0012,-0.0012,0.0007,0.0004
135deg,HL11,2,0.8300,2.4200,surge,4.7942,4.7941,4.8049,0.0010
135deg,HL11,2,0.8300,2.4200,sway,-17.9520,-17.9517,-17.9304,0.0024
135deg,HL11,2,0.8300,2.4200,heave,0.0005,-0.0001,0.0018,0.0001
135deg,HL11,2,0.8300,2.4200,roll,-0.0303,-0.0292,0.0169,0.0038
135deg,HL11,2,0.8300,2.4200,pitch,-0.0000,0.0000,0.0007,0.0000
135deg,HL11,2,0.8300,2.4200,yaw,-0.0005,-0.0006,0.0036,0.0004
135deg,HL11,3,1.1700,2.8700,surge,4.7920,4.7919,4.8160,0.0036
135deg,HL11,3,1.1700,2.8700,sway,-17.9450,-17.9452,-17.9057,0.0036
135deg,HL11,3,1.1700,2.8700,heave,-0.0004,-0.0008,0.0030,0.0004
135deg,HL11,3,1.1700,2.8700,roll,-0.0111,-0.0101,0.0550,0.0025
135deg,HL11,3,1.1700,2.8700,pitch,0.0001,0.0001,0.0017,0.0002
135deg,HL11,3,1.1700,2.8700,yaw,0.0005,0.0004,0.0100,0.0010
135deg,HL11,4,1.5000,3.2500,surge,4.7897,4.7881,4.8298,0.0072
135deg,HL11,4,1.5000,3.2500,sway,-17.9380,-17.9381,-17.8636,0.0103
135deg,HL11,4,1.5000,3.2500,heave,-0.0012,-0.0016,0.0048,0.0008
135deg,HL11,4,1.5000,3.2500,roll,0.0080,0.0087,0.1034,0.0042
135deg,HL11,4,1.5000,3.2500,pitch,0.0002,0.0001,0.0030,0.0002
135deg,HL11,4,1.5000,3.2500,yaw,0.0016,0.0015,0.0206,0.0025
135deg,HL11,5,1.8300,3.5900,surge,4.7882,4.7799,4.8443,0.0096
135deg,HL11,5,1.8300,3.5900,sway,-17.9300,-17.9297,-17.8122,0.0149
135deg,HL11,5,1.8300,3.5900,heave,-0.0021,-0.0023,0.0063,0.0007
135deg,HL11,5,1.8300,3.5900,roll,0.0274,0.0324,0.1687,0.0076
135deg,HL11,5,1.8300,3.5900,pitch,0.0003,0.0002,0.0053,0.0004
135deg,HL11,5,1.8300,3.5900,yaw,0.0028,0.0029,0.0337,0.0042
135deg,HL11,6,2.1700,3.9100,surge,4.7859,4.7514,4.8416,0.0108
135deg,HL11,6,2.1700,3.9100,sway,-17.9210,-17.9185,-17.7570,0.0168
135deg,HL11,6,2.1700,3.9100,heave,-0.0031,-0.0025,0.0104,0.0008
135deg,HL11,6,2.1700,3.9100,roll,0.0487,0.0841,0.3014,0.0253
135deg,HL11,6,2.1700,3.9100,pitch,0.0004,0.0003,0.0107,0.0011
135deg,HL11,6,2.1700,3.9100,yaw,0.0041,0.0052,0.0497,0.0050
135deg,HL11,7,2.5000,4.2000,surge,4.7809,4.7224,4.8310,0.0076
135deg,HL11,7,2.5000,4.2000,sway,-17.9110,-17.9058,-17.6635,0.0301
135deg,HL11,7,2.5000,4.2000,heave,-0.0030,-0.0024,0.0163,0.0016
135deg,HL11,7,2.5000,4.2000,roll,0.0698,0.1539,0.5377,0.0673
135deg,HL11,7,2.5000,4.2000,pitch,-0.0001,0.0003,0.0195,0.0020
135deg,HL11,7,2.5000,4.2000,yaw,0.0027,0.0076,0.0709,0.0113
135deg,HL11,8,2.8300,4.4700,surge,4.7809,4.7070,4.8490,0.0120
135deg,HL11,8,2.8300,4.4700,sway,-17.9000,-17.8927,-17.5822,0.0290
135deg,HL11,8,2.8300,4.4700,heave,-0.0051,-0.0026,0.0200,0.0019
135deg,HL11,8,2.8300,4.4700,roll,0.0922,0.2137,0.7460,0.0883
135deg,HL11,8,2.8300,4.4700,pitch,0.0007,0.0003,0.0256,0.0021
135deg,HL11,8,2.8300,4.4700,yaw,0.0069,0.0095,0.0998,0.0173
135deg,HL11,9,3.1700,4.7200,surge,4.7762,4.6862,4.8953,0.0265
135deg,HL11,9,3.1700,4.7200,sway,-17.8880,-17.8782,-17.4624,0.0264
135deg,HL11,9,3.1700,4.7200,heave,-0.0059,-0.0028,0.0344,0.0035
135deg,HL11,9,3.1700,4.7200,roll,0.1158,0.2716,0.9203,0.0812
135deg,HL11,9,3.1700,4.7200,pitch,0.0008,0.0004,0.0334,0.0015
135deg,HL11,9,3.1700,4.7200,yaw,0.0085,0.0117,0.1601,0.0261
135deg,HL13,1,0.5000,2.0400,surge,4.7963,4.7962,4.8005,0.0005
135deg,HL13,1,0.5000,2.0400,sway,-17.9570,-17.9571,-17.9475,0.0017
135deg,HL13,1,0.5000,2.0400,heave,0.0013,0.0006,0.0015,0.0001
135deg,HL13,1,0.5000,2.0400,roll,-0.0483,-0.0472,-0.0211,0.0027
135deg,HL13,1,0.5000,2.0400,pitch,-0.0001,-0.0001,0.0002,0.0000
135deg,HL13,1,0.5000,2.0400,yaw,-0.0012,-0.0012,0.0007,0.0004
135deg,HL13,2,0.8300,2.6300,surge,4.7942,4.7942,4.8053,0.0014
135deg,HL13,2,0.8300,2.6300,sway,-17.9520,-17.9517,-17.9323,0.0017
135deg,HL13,2,0.8300,2.6300,heave,0.0005,-0.0001,0.0018,0.0001
135deg,HL13,2,0.8300,2.6300,roll,-0.0302,-0.0292,0.0167,0.0035
135deg,HL13,2,0.8300,2.6300,pitch,-0.0000,0.0000,0.0007,0.0000
135deg,HL13,2,0.8300,2.6300,yaw,-0.0004,-0.0005,0.0040,0.0004
135deg,HL13,3,1.1700,3.1200,surge,4.7921,4.7919,4.8168,0.0043
135deg,HL13,3,1.1700,3.1200,sway,-17.9450,-17.9452,-17.9020,0.0046
135deg,HL13,3,1.1700,3.1200,heave,-0.0004,-0.0008,0.0031,0.0004
135deg,HL13,3,1.1700,3.1200,roll,-0.0111,-0.0100,0.0537,0.0028
135deg,HL13,3,1.1700,3.1200,pitch,0.0001,0.0001,0.0018,0.0001
135deg,HL13,3,1.1700,3.1200,yaw,0.0005,0.0004,0.0117,0.0012
135deg,HL13,4,1.5000,3.5300,surge,4.7898,4.7880,4.8280,0.0068
135deg,HL13,4,1.5000,3.5300,sway,-17.9380,-17.9380,-17.8578,0.0111
135deg,HL13,4,1.5000,3.5300,heave,-0.0012,-0.0016,0.0043,0.0002
135deg,HL13,4,1.5000,3.5300,roll,0.0081,0.0089,0.1028,0.0033
135deg,HL13,4,1.5000,3.5300,pitch,0.0002,0.0001,0.0040,0.0003
135deg,HL13,4,1.5000,3.5300,yaw,0.0016,0.0015,0.0228,0.0028
135deg,HL13,5,1.8300,3.9100,surge,4.7883,4.7799,4.8435,0.0087
135deg,HL13,5,1.8300,3.9100,sway,-17.9300,-17.9295,-17.8168,0.0117
135deg,HL13,5,1.8300,3.9100,heave,-0.0021,-0.0023,0.0076,0.0005
135deg,HL13,5,1.8300,3.9100,roll,0.0274,0.0331,0.1736,0.0088
135deg,HL13,5,1.8300,3.9100,pitch,0.0003,0.0002,0.0090,0.0010
135deg,HL13,5,1.8300,3.9100,yaw,0.0027,0.0029,0.0360,0.0037
135deg,HL13,6,2.1700,4.2500,surge,4.7860,4.7491,4.8301,0.0056
135deg,HL13,6,2.1700,4.2500,sway,-17.9210,-17.9179,-17.7589,0.0145
135deg,HL13,6,2.1700,4.2500,heave,-0.0031,-0.0024,0.0141,0.0020
135deg,HL13,6,2.1700,4.2500,roll,0.0488,0.0930,0.3137,0.0250
135deg,HL13,6,2.1700,4.2500,pitch,0.0004,0.0003,0.0178,0.0018
135deg,HL13,6,2.1700,4.2500,yaw,0.0040,0.0052,0.0490,0.0064
135deg,HL13,7,2.5000,4.5600,surge,4.7810,4.7229,4.8399,0.0120
135deg,HL13,7,2.5000,4.5600,sway,-17.9110,-17.9057,-17.6856,0.0143
135deg,HL13,7,2.5000,4.5600,heave,-0.0030,-0.0025,0.0186,0.0018
135deg,HL13,7,2.5000,4.5600,roll,0.0700,0.1514,0.5369,0.0665
135deg,HL13,7,2.5000,4.5600,pitch,-0.0001,0.0003,0.0242,0.0019
135deg,HL13,7,2.5000,4.5600,yaw,0.0024,0.0073,0.0667,0.0089
135deg,HL13,8,2.8300,4.8600,surge,4.7809,4.6981,4.8529,0.0252
135deg,HL13,8,2.8300,4.8600,sway,-17.9000,-17.8930,-17.5691,0.0189
135deg,HL13,8,2.8300,4.8600,heave,-0.0051,-0.0028,0.0312,0.0033
135deg,HL13,8,2.8300,4.8600,roll,0.0926,0.2007,0.7125,0.0648
135deg,HL13,8,2.8300,4.8600,pitch,0.0007,0.0004,0.0377,0.0020
135deg,HL13,8,2.8300,4.8600,yaw,0.0064,0.0093,0.1116,0.0171
135deg,HL13,9,3.1700,5.1300,surge,4.7762,4.6779,4.9093,0.0274
135deg,HL13,9,3.1700,5.1300,sway,-17.8870,-17.8789,-17.3331,0.0758
135deg,HL13,9,3.1700,5.1300,heave,-0.0059,-0.0033,0.0422,0.0048
135deg,HL13,9,3.1700,5.1300,roll,0.1162,0.2483,0.9265,0.0740
135deg,HL13,9,3.1700,5.1300,pitch,0.0008,0.0004,0.0558,0.0022
135deg,HL13,9,3.1700,5.1300,yaw,0.0078,0.0114,0.1663,0.0267
135deg,HL15,1,0.5000,2.1900,surge,4.7963,4.7962,4.8004,0.0005
135deg,HL15,1,0.5000,2.1900,sway,-17.9570,-17.9571,-17.9483,0.0014
135deg,HL15,1,0.5000,2.1900,heave,0.0013,0.0006,0.0015,0.0000
135deg,HL15,1,0.5000,2.1900,roll,-0.0483,-0.0472,-0.0210,0.0029
135deg,HL15,1,0.5000,2.1900,pitch,-0.0001,-0.0001,0.0002,0.0000
135deg,HL15,1,0.5000,2.1900,yaw,-0.0012,-0.0012,0.0006,0.0003
135deg,HL15,2,0.8300,2.8300,surge,4.7943,4.7942,4.8066,0.0018
135deg,HL15,2,0.8300,2.8300,sway,-17.9520,-17.9517,-17.9306,0.0015
135deg,HL15,2,0.8300,2.8300,heave,0.0005,-0.0001,0.0020,0.0002
135deg,HL15,2,0.8300,2.8300,roll,-0.0302,-0.0291,0.0163,0.0028
135deg,HL15,2,0.8300,2.8300,pitch,-0.0000,0.0000,0.0009,0.0001
135deg,HL15,2,0.8300,2.8300,yaw,-0.0004,-0.0005,0.0044,0.0005
135deg,HL15,3,1.1700,3.3500,surge,4.7921,4.7920,4.8167,0.0046
135deg,HL15,3,1.1700,3.3500,sway,-17.9450,-17.9451,-17.8982,0.0071
135deg,HL15,3,1.1700,3.3500,heave,-0.0004,-0.0008,0.0031,0.0003
135deg,HL15,3,1.1700,3.3500,roll,-0.0110,-0.0100,0.0553,0.0026
135deg,HL15,3,1.1700,3.3500,pitch,0.0001,0.0001,0.0024,0.0002
135deg,HL15,3,1.1700,3.3500,yaw,0.0006,0.0004,0.0127,0.0015
135deg,HL15,4,1.5000,3.8000,surge,4.7899,4.7883,4.8276,0.0063
135deg,HL15,4,1.5000,3.8000,sway,-17.9380,-17.9379,-17.8607,0.0083
135deg,HL15,4,1.5000,3.8000,heave,-0.0012,-0.0016,0.0053,0.0006
135deg,HL15,4,1.5000,3.8000,roll,0.0081,0.0089,0.1082,0.0061
135deg,HL15,4,1.5000,3.8000,pitch,0.0002,0.0001,0.0062,0.0007
135deg,HL15,4,1.5000,3.8000,yaw,0.0016,0.0014,0.0252,0.0028
135deg,HL15,5,1.8300,4.2000,surge,4.7884,4.7781,4.8349,0.0072
135deg,HL15,5,1.8300,4.2000,sway,-17.9300,-17.9293,-17.8215,0.0097
135deg,HL15,5,1.8300,4.2000,heave,-0.0021,-0.0022,0.0101,0.0013
135deg,HL15,5,1.8300,4.2000,roll,0.0275,0.0358,0.1954,0.0158
135deg,HL15,5,1.8300,4.2000,pitch,0.0003,0.0002,0.0141,0.0014
135deg,HL15,5,1.8300,4.2000,yaw,0.0027,0.0028,0.0347,0.0052
135deg,HL15,6,2.1700,4.5600,surge,4.7860,4.7425,4.8243,0.0049
135deg,HL15,6,2.1700,4.5600,sway,-17.9210,-17.9180,-17.7717,0.0039
135deg,HL15,6,2.1700,4.5600,heave,-0.0031,-0.0025,0.0146,0.0012
135deg,HL15,6,2.1700,4.5600,roll,0.0489,0.0876,0.3083,0.0205
135deg,HL15,6,2.1700,4.5600,pitch,0.0004,0.0003,0.0212,0.0017
135deg,HL15,6,2.1700,4.5600,yaw,0.0038,0.0053,0.0475,0.0048
135deg,HL15,7,2.5000,4.9000,surge,4.7809,4.7135,4.8424,0.0156
135deg,HL15,7,2.5000,4.9000,sway,-17.9110,-17.9060,-17.6715,0.0161
135deg,HL15,7,2.5000,4.9000,heave,-0.0030,-0.0027,0.0277,0.0032
135deg,HL15,7,2.5000,4.9000,roll,0.0702,0.1419,0.5308,0.0581
135deg,HL15,7,2.5000,4.9000,pitch,-0.0001,0.0003,0.0347,0.0026
135deg,HL15,7,2.5000,4.9000,yaw,0.0021,0.0073,0.0784,0.0113
135deg,HL15,8,2.8300,5.2200,surge,4.7809,4.6925,4.8580,0.0236
135deg,HL15,8,2.8300,5.2200,sway,-17.8990,-17.8937,-17.4929,0.0613
135deg,HL15,8,2.8300,5.2200,heave,-0.0052,-0.0032,0.0388,0.0032
135deg,HL15,8,2.8300,5.2200,roll,0.0929,0.1826,0.7146,0.0405
135deg,HL15,8,2.8300,5.2200,pitch,0.0007,0.0004,0.0542,0.0034
135deg,HL15,8,2.8300,5.2200,yaw,0.0059,0.0091,0.1189,0.0179
135deg,HL15,9,3.1700,5.5200,surge,4.7761,4.6574,4.8627,0.0204
135deg,HL15,9,3.1700,5.5200,sway,-17.8870,-17.8794,-17.1935,0.1364
135deg,HL15,9,3.1700,5.5200,heave,-0.0059,-0.0037,0.0537,0.0037
135deg,HL15,9,3.1700,5.5200,roll,0.1168,0.2268,0.9883,0.1061
135deg,HL15,9,3.1700,5.5200,pitch,0.0008,0.0004,0.0798,0.0023
135deg,HL15,9,3.1700,5.5200,yaw,0.0071,0.0117,0.2081,0.0385
135deg,HL17,1,0.5000,2.3300,surge,4.7963,4.7962,4.8004,0.0006
135deg,HL17,1,0.5000,2.3300,sway,-17.9570,-17.9571,-17.9483,0.0012
135deg,HL17,1,0.5000,2.3300,heave,0.0013,0.0006,0.0015,0.0001
135deg,HL17,1,0.5000,2.3300,roll,-0.0483,-0.0472,-0.0210,0.0029
135deg,HL17,1,0.5000,2.3300,pitch,-0.0001,-0.0001,0.0002,0.0000
135deg,HL17,1,0.5000,2.3300,yaw,-0.0012,-0.0012,0.0003,0.0001
135deg,HL17,2,0.8300,3.0100,surge,4.7943,4.7942,4.8073,0.0022
135deg,HL17,2,0.8300,3.0100,sway,-17.9520,-17.9516,-17.9298,0.0015
135deg,HL17,2,0.8300,3.0100,heave,0.0005,-0.0001,0.0021,0.0002
135deg,HL17,2,0.8300,3.0100,roll,-0.0302,-0.0291,0.0140,0.0027
135deg,HL17,2,0.8300,3.0100,pitch,-0.0000,0.0000,0.0011,0.0001
135deg,HL17,2,0.8300,3.0100,yaw,-0.0004,-0.0005,0.0054,0.0007
135deg,HL17,3,1.1700,3.5600,surge,4.7922,4.7920,4.8164,0.0041
135deg,HL17,3,1.1700,3.5600,sway,-17.9450,-17.9451,-17.8967,0.0066
135deg,HL17,3,1.1700,3.5600,heave,-0.0004,-0.0008,0.0035,0.0004
135deg,HL17,3,1.1700,3.5600,roll,-0.0110,-0.0100,0.0537,0.0016
135deg,HL17,3,1.1700,3.5600,pitch,0.0001,0.0001,0.0031,0.0002
135deg,HL17,3,1.1700,3.5600,yaw,0.0006,0.0004,0.0134,0.0018
135deg,HL17,4,1.5000,4.0400,surge,4.7900,4.7884,4.8279,0.0055
135deg,HL17,4,1.5000,4.0400,sway,-17.9380,-17.9379,-17.8633,0.0078
135deg,HL17,4,1.5000,4.0400,heave,-0.0012,-0.0016,0.0063,0.0007
135deg,HL17,4,1.5000,4.0400,roll,0.0082,0.0088,0.1101,0.0064
135deg,HL17,4,1.5000,4.0400,pitch,0.0002,0.0001,0.0074,0.0004
135deg,HL17,4,1.5000,4.0400,yaw,0.0016,0.0014,0.0235,0.0027
135deg,HL17,5,1.8300,4.4700,surge,4.7884,4.7727,4.8251,0.0031
135deg,HL17,5,1.8300,4.4700,sway,-17.9300,-17.9293,-17.8262,0.0037
135deg,HL17,5,1.8300,4.4700,heave,-0.0021,-0.0023,0.0096,0.0005
